order_id,customer_id,order_date,origin,destination,order_value
239,2558,11/05/2024,HCM,CT,8635000
240,5593,03/28/2024,CT,HN,6508000
241,16483,06/03/2024,DN,DN,5057000
242,2201,09/25/2024,CT,DN,2214000
243,14173,07/30/2024,CT,HCM,5145000
244,2962,05/12/2024,HN,HCM,6204000
245,14208,11/22/2024,CT,DN,7081000
246,11970,02/27/2024,DN,HN,
247,2870,06/04/2024,HCM,HCM,3865000
248,17341,02/06/2024,DN,CT,4694000
249,13993,08/08/2024,HN,HN,6616000
250,5700,08/21/2024,HCM,DN,8244000
251,3988,05/02/2024,HCM,DN,4620000
252,13447,05/14/2024,DN,HN,8660000
253,1219,03/30/2024,HN,DN,2421000
254,4736,08/26/2024,HCM,HN,3364000
255,11297,07/04/2024,HCM,DN,6180000
256,4556,03/23/2024,HCM,CT,3727000
257,9147,03/14/2024,DN,DN,5109000
258,8051,07/02/2024,CT,CT,4087000
259,12758,12/27/2024,CT,DN,3553000
260,19831,04/19/2024,HCM,HN,1657000
261,17430,12/16/2024,HN,DN,5681000
262,6894,08/15/2024,DN,CT,2762000
263,18078,04/19/2024,HN,HCM,5780000
264,14374,09/18/2024,HCM,CT,7160000
265,14566,03/28/2024,HN,HN,5744000
266,3437,10/12/2024,HN,DN,
267,8755,01/09/2024,HCM,DN,6501000
268,10678,03/05/2024,CT,CT,3910000
269,5896,11/01/2024,DN,HCM,3368000
270,19739,08/26/2024,HN,HCM,5291000
271,16610,11/09/2024,HCM,HN,5193000
272,15637,05/13/2024,HN,CT,3895000
273,7023,07/25/2024,DN,CT,3373000
274,9152,11/22/2024,CT,HN,3771000
275,5601,10/28/2024,HCM,DN,4273000
276,7997,12/12/2024,HCM,HN,6138000
277,9008,04/05/2024,CT,DN,6298000
278,12947,06/20/2024,DN,HCM,3903000
279,4643,02/06/2024,HCM,DN,6484000
280,11313,11/05/2024,CT,DN,6043000
281,7680,04/11/2024,CT,DN,4633000
282,8209,08/15/2024,HCM,DN,6041000
283,18590,08/21/2024,DN,DN,6857000
284,10717,10/21/2024,CT,DN,6843000
285,17454,11/11/2024,DN,DN,4926000
286,3445,02/10/2024,DN,HCM,9496000
287,10758,02/17/2024,CT,HCM,4944000
288,14435,11/29/2024,CT,HN,4242000
289,1061,09/14/2024,CT,HN,8579000
290,18712,05/31/2024,CT,HCM,6668000
291,3421,01/10/2024,HN,HCM,3583000
292,302,05/10/2024,DN,HN,2938000
293,12469,07/08/2024,HN,HN,5579000
294,16991,09/10/2024,DN,HCM,6628000
295,19555,11/25/2024,HCM,CT,5838000
296,700,06/14/2024,DN,CT,5663000
297,191,03/25/2024,HCM,HN,6115000
298,10493,01/25/2024,DN,DN,5270000
299,17365,07/12/2024,DN,CT,7320000
300,2976,02/05/2024,CT,HCM,8016000
301,6103,11/16/2024,CT,HN,4013000
302,17569,06/20/2024,HCM,HCM,2258000
303,19712,09/08/2024,DN,DN,4009000
304,19779,06/12/2024,CT,DN,4734000
305,1817,12/09/2024,HN,HCM,1981000
306,570,08/30/2024,CT,CT,238000
307,5443,02/04/2024,HCM,DN,2782000
308,1896,12/07/2024,HCM,HN,8057000
309,19118,05/23/2024,HN,DN,2941000
310,3864,06/12/2024,HN,DN,6092000
311,12914,07/07/2024,CT,DN,5112000
312,7456,08/10/2024,CT,DN,4067000
313,4015,03/09/2024,DN,CT,
314,11094,06/22/2024,CT,CT,4002000
315,18071,12/12/2024,HN,CT,5299000
316,3010,05/21/2024,HN,DN,5142000
317,16539,04/10/2024,DN,HCM,6801000
318,10730,10/02/2024,CT,HCM,6006000
319,1410,01/28/2024,CT,HN,4998000
320,12250,09/18/2024,CT,HN,5628000
321,785,07/19/2024,HN,HN,1648000
322,8097,10/04/2024,CT,HN,5254000
323,7561,12/08/2024,HCM,DN,7609000
324,12534,09/09/2024,CT,DN,6009000
325,7344,05/15/2024,HCM,CT,2899000
326,7207,05/08/2024,HCM,CT,2797000
327,5802,03/11/2024,HCM,CT,5925000
328,19191,07/07/2024,CT,DN,5392000
329,16922,11/12/2024,CT,DN,1454000
330,5987,11/27/2024,HN,HCM,4911000
331,18226,06/15/2024,CT,DN,5040000
332,10648,03/21/2024,HN,HCM,5008000
333,8717,02/19/2024,CT,HN,5349000
334,19335,12/01/2024,HCM,HCM,7551000
335,12324,07/14/2024,HN,HN,4561000
336,4781,08/16/2024,DN,HN,7754000
337,2369,09/21/2024,HCM,DN,4510000
338,12040,01/09/2024,CT,CT,
339,6656,03/16/2024,CT,HCM,1964000
340,8174,05/30/2024,HN,CT,5967000
341,4496,08/19/2024,DN,HN,4758000
342,10894,09/21/2024,DN,DN,7308000
343,13404,06/26/2024,CT,HN,2546000
344,13122,11/09/2024,DN,HN,7497000
345,10967,04/30/2024,CT,HN,6129000
346,854,02/12/2024,DN,CT,7134000
347,16959,05/09/2024,HN,CT,6700000
348,17533,08/26/2024,HN,DN,4825000
349,9908,10/11/2024,DN,HCM,7458000
350,4778,05/29/2024,HCM,DN,2428000
351,15339,11/10/2024,HN,HN,7158000
352,2492,04/20/2024,DN,DN,603000
353,15329,05/13/2024,HCM,DN,6686000
354,14600,08/26/2024,DN,HCM,1440000
355,19509,07/03/2024,CT,HCM,4000000
356,3052,07/26/2024,HN,HCM,4566000
357,15980,05/15/2024,HCM,HCM,5070000
358,16389,07/07/2024,HCM,HCM,7032000
359,877,03/12/2024,HCM,HN,6842000
360,4143,09/13/2024,HN,HCM,5952000
361,15203,09/23/2024,HN,CT,8483000
362,6967,01/08/2024,CT,CT,4397000
363,7080,02/20/2024,DN,HN,2758000
364,7988,10/13/2024,CT,CT,3814000
365,6800,06/12/2024,DN,DN,5072000
366,4466,07/18/2024,DN,HN,5312000
367,17020,03/31/2024,HN,DN,6995000
368,13418,10/11/2024,HN,CT,2569000
369,18078,08/23/2024,HN,CT,9608000
370,8312,03/22/2024,HCM,HCM,5563000
371,17215,07/19/2024,CT,HCM,7393000
372,14099,06/12/2024,HCM,HN,5574000
373,5178,09/11/2024,DN,HN,3123000
374,14263,02/07/2024,HN,HCM,512000
375,8309,11/29/2024,CT,HN,3139000
376,5950,09/25/2024,HN,HN,2942000
377,19223,06/16/2024,HN,CT,7843000
378,1151,11/03/2024,HN,HCM,3132000
379,1932,10/06/2024,HCM,CT,2416000
380,9205,07/07/2024,HCM,CT,2122000
381,18049,08/18/2024,CT,HN,5536000
382,1082,03/18/2024,DN,CT,3827000
383,16897,03/12/2024,DN,HCM,4756000
384,13408,05/19/2024,HN,DN,7015000
385,7806,11/03/2024,DN,CT,8782000
386,5238,12/16/2024,HN,HCM,5128000
387,16944,12/21/2024,HN,DN,4743000
388,12776,07/02/2024,HN,HN,7417000
389,16245,08/21/2024,CT,HCM,3572000
390,13185,08/20/2024,DN,CT,4979000
391,3344,01/07/2024,HCM,HN,2715000
392,13501,11/06/2024,DN,HN,6073000
393,9663,05/05/2024,HN,HN,3724000
394,16965,03/16/2024,DN,DN,4419000
395,15126,08/19/2024,DN,DN,5694000
396,8131,08/31/2024,DN,HN,5340000
397,19532,11/15/2024,CT,DN,7682000
398,1680,09/10/2024,CT,CT,5920000
399,3507,06/09/2024,HCM,HCM,2746000
400,13285,05/10/2024,HCM,HN,8859000
401,7254,06/02/2024,CT,DN,5363000
402,19129,10/20/2024,HCM,CT,1882000
403,9436,08/31/2024,CT,DN,3684000
404,11311,08/20/2024,HCM,DN,3275000
405,13297,02/03/2024,HCM,HN,3023000
406,18526,07/13/2024,DN,DN,2936000
407,13246,03/18/2024,DN,DN,5147000
408,11152,08/24/2024,DN,HCM,
409,10458,05/21/2024,CT,CT,3214000
410,2480,03/21/2024,DN,HCM,12641000
411,4453,03/19/2024,CT,HN,5101000
412,5882,10/21/2024,CT,HN,3714000
413,14070,04/17/2024,CT,DN,7612000
414,2850,12/15/2024,DN,DN,2821000
415,7391,11/13/2024,DN,HN,8886000
416,11923,06/25/2024,CT,HN,6886000
417,2490,11/10/2024,CT,DN,8340000
418,9824,11/02/2024,CT,DN,8073000
419,9208,08/27/2024,CT,HCM,3660000
420,9541,10/17/2024,HN,CT,5283000
421,16365,06/27/2024,HCM,CT,3165000
422,4612,04/25/2024,HN,DN,1412000
423,19224,01/31/2024,HN,HCM,6292000
424,5879,10/22/2024,HCM,DN,5285000
425,16348,05/21/2024,HCM,CT,6945000
426,852,08/30/2024,HN,CT,7586000
427,18072,05/03/2024,HN,DN,4945000
428,6834,01/28/2024,HN,CT,3027000
429,11939,09/01/2024,DN,DN,7130000
430,2428,01/12/2024,HN,HN,5561000
431,4001,12/26/2024,HCM,HCM,5531000
432,5053,03/10/2024,HCM,HCM,5865000
433,2739,11/19/2024,HCM,CT,7806000
434,5388,04/06/2024,CT,HCM,3887000
435,8003,02/25/2024,HN,HN,4848000
436,5537,01/05/2024,HN,HN,8709000
437,13480,03/02/2024,HN,HCM,5048000
438,3914,04/12/2024,HCM,CT,5475000
439,17451,12/03/2024,DN,DN,6496000
440,10637,05/03/2024,CT,HCM,3564000
441,5727,10/16/2024,DN,HCM,2506000
442,3374,12/22/2024,CT,DN,3457000
443,12162,12/22/2024,DN,HN,5660000
444,2083,05/03/2024,CT,HCM,856000
445,16282,04/27/2024,CT,HCM,4275000
446,15306,10/21/2024,CT,DN,3859000
447,9818,04/17/2024,HCM,HN,4936000
448,11262,09/25/2024,HN,DN,4380000
449,418,01/09/2024,DN,DN,5146000
450,8809,07/18/2024,HCM,CT,6491000
451,3268,08/25/2024,DN,HN,4749000
452,17210,10/15/2024,CT,DN,5170000
453,5746,02/17/2024,CT,DN,5330000
454,11339,12/02/2024,HN,HCM,5489000
455,413,05/29/2024,DN,CT,6294000
456,7544,06/26/2024,DN,HN,2362000
457,7588,10/01/2024,HN,CT,5177000
458,729,10/10/2024,HCM,HN,5758000
459,11658,04/26/2024,CT,DN,7635000
460,5989,07/04/2024,HCM,CT,989000
461,18889,09/11/2024,DN,HCM,3835000
462,2968,12/28/2024,HN,HCM,4885000
463,14528,04/17/2024,HCM,HCM,2185000
464,19171,11/23/2024,DN,DN,4253000
465,16049,12/30/2024,HN,DN,5214000
466,17507,09/05/2024,HN,DN,9473000
467,17956,03/15/2024,HN,CT,4170000
468,5074,05/25/2024,DN,DN,7303000
469,5105,01/27/2024,HN,CT,6071000
470,2144,04/11/2024,HCM,HN,4312000
471,7358,10/19/2024,HCM,HN,4841000
472,12044,02/11/2024,CT,HN,6118000
473,3441,02/05/2024,CT,HCM,2646000
474,5645,12/26/2024,HCM,DN,7655000
475,10519,06/10/2024,HN,HN,5698000
476,14553,03/01/2024,CT,HCM,2188000
477,2915,11/28/2024,HN,HCM,5064000
478,13585,05/26/2024,CT,CT,4696000
479,12145,04/09/2024,HCM,CT,4846000
480,14398,03/17/2024,DN,HN,2680000
481,8788,01/01/2024,HN,DN,8102000
482,14192,01/16/2024,HCM,HN,8160000
483,729,08/03/2024,DN,CT,4007000
484,17750,03/23/2024,DN,HN,4899000
485,699,03/31/2024,DN,CT,3872000
486,7187,08/27/2024,HN,DN,3707000
487,14513,06/23/2024,HCM,HCM,6082000
488,13924,05/08/2024,CT,CT,383000
489,16780,03/31/2024,HCM,CT,5379000
490,7401,05/21/2024,HN,HCM,4268000
491,4172,11/26/2024,HN,HCM,3056000
492,4361,09/12/2024,HCM,CT,5088000
493,2503,03/27/2024,HCM,HN,8078000
494,17102,10/29/2024,CT,HN,6255000
495,19167,07/06/2024,CT,CT,1365000
496,5487,03/24/2024,HCM,HCM,4392000
497,8336,04/26/2024,HCM,DN,4594000
498,4492,09/12/2024,HN,HCM,7427000
499,11131,01/26/2024,HN,HN,5070000
500,7652,09/30/2024,CT,HCM,1698000
501,1168,06/12/2024,HCM,DN,2318000
502,1063,08/09/2024,HN,HCM,739000
503,18541,07/14/2024,HN,DN,4277000
504,11175,12/04/2024,HN,DN,5691000
505,4730,03/02/2024,DN,HCM,5899000
506,9349,07/15/2024,HN,HN,6976000
507,5335,05/17/2024,HN,DN,3177000
508,8925,10/31/2024,CT,CT,5992000
509,4331,04/16/2024,HN,HN,2384000
510,6802,07/01/2024,CT,HN,6405000
511,4847,02/12/2024,HCM,HCM,3735000
512,6732,03/15/2024,HCM,CT,3047000
513,15369,02/20/2024,CT,HCM,4805000
514,17338,05/29/2024,HCM,DN,5973000
515,2540,10/25/2024,HCM,HCM,8328000
516,7057,09/20/2024,HCM,HCM,5857000
517,11517,01/03/2024,HN,CT,4118000
518,11494,06/17/2024,HCM,DN,6050000
519,1543,02/22/2024,HN,HCM,7213000
520,13965,05/25/2024,CT,HN,3762000
521,17576,11/01/2024,HCM,CT,5481000
522,6314,01/11/2024,CT,DN,3339000
523,19066,05/29/2024,HCM,DN,5297000
524,17925,12/26/2024,DN,HCM,5730000
525,13808,03/03/2024,HCM,DN,5300000
526,9581,04/24/2024,CT,CT,4861000
527,17750,07/25/2024,HN,CT,5396000
528,8692,05/15/2024,HN,HCM,3985000
529,7495,03/23/2024,HN,DN,6429000
530,4313,03/13/2024,DN,HN,5726000
531,1325,03/09/2024,CT,HCM,7332000
532,3142,11/23/2024,HN,CT,6435000
533,19871,08/12/2024,HN,HCM,5516000
534,1811,04/22/2024,HN,HCM,6303000
535,6589,01/15/2024,HN,HCM,9362000
536,19308,12/26/2024,DN,HCM,3753000
537,5302,09/19/2024,HCM,HN,4053000
538,15486,07/31/2024,HCM,HN,5665000
539,11715,04/19/2024,HN,HCM,4807000
540,4749,11/16/2024,HCM,CT,6633000
541,9436,12/11/2024,CT,DN,6956000
542,3710,05/05/2024,DN,CT,2099000
543,13117,12/13/2024,HN,CT,2193000
544,9577,01/09/2024,HCM,HN,7447000
545,10151,06/02/2024,HN,DN,2702000
546,19457,01/05/2024,CT,DN,4124000
547,6531,04/19/2024,CT,CT,7825000
548,10189,09/30/2024,HN,HCM,175000
549,14684,02/22/2024,HN,DN,5710000
550,505,08/07/2024,CT,DN,6919000
551,1215,07/15/2024,HCM,HCM,4995000
552,1532,11/12/2024,HN,HCM,5471000
553,824,03/31/2024,CT,HCM,2568000
554,17313,08/15/2024,HN,HCM,5057000
555,5030,06/10/2024,DN,HN,6708000
556,13429,03/18/2024,CT,DN,6157000
557,16518,06/23/2024,HCM,CT,6180000
558,2106,10/09/2024,HN,CT,6366000
559,3628,01/09/2024,DN,CT,5643000
560,12973,07/21/2024,HCM,CT,2241000
561,1853,11/05/2024,HN,HCM,3076000
562,4911,05/12/2024,DN,CT,4768000
563,11004,07/21/2024,HCM,DN,7933000
564,13844,01/03/2024,DN,CT,6534000
565,11705,12/11/2024,CT,HCM,9203000
566,15762,09/21/2024,HCM,HCM,7932000
567,6191,07/29/2024,HCM,HN,3640000
568,17641,07/27/2024,CT,CT,3194000
569,19761,02/27/2024,DN,CT,3194000
570,5646,11/29/2024,HN,DN,59000
571,19871,05/17/2024,HN,DN,7445000
572,19969,05/20/2024,CT,DN,7159000
573,9589,10/17/2024,DN,HN,5298000
574,11830,07/07/2024,DN,HN,4296000
575,8054,12/16/2024,HCM,CT,9087000
576,3331,02/07/2024,HN,HN,6026000
577,19088,08/21/2024,DN,DN,7225000
578,8663,06/13/2024,DN,HCM,1301000
579,7115,03/10/2024,HCM,HCM,4471000
580,13324,01/08/2024,HN,HN,2182000
581,1354,08/04/2024,CT,HCM,1685000
582,10976,03/09/2024,CT,DN,7582000
583,11024,11/25/2024,HN,HCM,4420000
584,668,10/05/2024,DN,HN,5063000
585,9338,09/25/2024,DN,DN,3290000
586,13660,04/10/2024,HCM,DN,2923000
587,3720,03/23/2024,CT,HCM,7571000
588,19130,03/30/2024,HCM,CT,
589,7484,02/19/2024,CT,DN,6958000
590,540,06/27/2024,DN,HCM,5707000
591,4965,02/26/2024,CT,DN,2638000
592,4836,02/10/2024,HCM,HN,3617000
593,6043,11/27/2024,CT,DN,5452000
594,14838,08/23/2024,HCM,HN,6908000
595,7313,02/04/2024,CT,HN,9595000
596,5321,08/11/2024,CT,CT,8400000
597,13217,03/17/2024,HCM,CT,3956000
598,2780,10/15/2024,HN,HCM,5643000
599,17309,06/29/2024,HN,DN,5763000
600,1582,01/04/2024,DN,HCM,3203000
601,19709,04/29/2024,HCM,HCM,2726000
602,12678,09/14/2024,CT,DN,7603000
603,5714,01/08/2024,HCM,CT,8172000
604,16640,03/20/2024,HN,CT,7810000
605,4805,10/04/2024,DN,HN,4482000
606,18223,07/20/2024,HN,HCM,6438000
607,10137,03/13/2024,HCM,CT,3406000
608,10,09/02/2024,DN,HCM,3809000
609,19256,08/19/2024,HN,DN,4948000
610,5125,07/27/2024,HCM,DN,8201000
611,1016,10/12/2024,CT,HN,6393000
612,2194,03/15/2024,CT,CT,6851000
613,8416,07/01/2024,HCM,DN,7016000
614,13551,09/27/2024,DN,DN,4948000
615,14513,11/22/2024,CT,HN,8394000
616,4159,03/01/2024,HN,DN,3174000
617,6971,11/18/2024,HN,HCM,5333000
618,6939,05/30/2024,CT,HCM,5026000
619,13773,10/09/2024,CT,HCM,6318000
620,18018,04/03/2024,HCM,CT,8591000
621,10345,01/16/2024,CT,CT,5887000
622,7267,05/21/2024,CT,DN,3437000
623,8703,03/26/2024,CT,CT,5968000
